"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"18925","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,4,9,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,1
"18926","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,12,14,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18927","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,6,6,45,3,"South America",1,"Assassination",2,"Government (General)",13,"Unknown",1,0
"18928","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,25,45,3,"South America",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",0,0
"18930","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,9,16,45,3,"South America",2,"Armed Assault",2,"Government (General)",5,"Firearms",0,1
"18931","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,8,28,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"18932","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,5,24,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,2
"18933","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,3,3,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"18934","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,6,8,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,0
"18935","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,12,17,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18936","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,10,10,45,3,"South America",3,"Bombing/Explosion",16,"Telecommunication",6,"Explosives/Bombs/Dynamite",0,0
"18937","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2006,7,13,45,3,"South America",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"18938","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,12,9,45,3,"South America",6,"Hostage Taking (Kidnapping)",18,"Tourists",5,"Firearms",5,NA
"18939","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,3,27,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18940","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,9,10,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",2,6
"18941","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,9,11,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",1,3
"18942","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,3,16,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18943","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,4,7,45,3,"South America",2,"Armed Assault",1,"Business",5,"Firearms",8,0
"18944","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,1,12,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",NA,NA
"18945","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,12,7,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,2
"18946","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,11,15,45,3,"South America",1,"Assassination",2,"Government (General)",13,"Unknown",1,0
"18947","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,10,16,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,5
"18948","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,5,8,45,3,"South America",2,"Armed Assault",1,"Business",5,"Firearms",1,0
"18949","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,1,30,45,3,"South America",6,"Hostage Taking (Kidnapping)",1,"Business",13,"Unknown",0,0
"18950","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,11,26,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",0,0
"18951","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,12,31,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,6
"18952","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,5,25,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",3,0
"18953","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,4,28,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18954","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,8,21,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,3
"18955","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,31,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,2
"18956","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,7,18,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",0,0
"18957","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,7,9,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",0,0
"18958","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,9,1,45,3,"South America",7,"Facility/Infrastructure Attack",4,"Military",5,"Firearms",74,NA
"18959","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,10,1,45,3,"South America",2,"Armed Assault",1,"Business",8,"Incendiary",0,0
"18960","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,3,26,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",29,NA
"18961","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,12,9,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",0,0
"18962","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,3,15,45,3,"South America",6,"Hostage Taking (Kidnapping)",3,"Police",5,"Firearms",2,0
"18963","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,4,45,3,"South America",2,"Armed Assault",21,"Utilities",5,"Firearms",5,3
"18964","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,20,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"18965","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,2,21,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",0,0
"18966","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,9,4,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18967","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,11,22,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18968","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,7,4,45,3,"South America",2,"Armed Assault",19,"Transportation",8,"Incendiary",0,0
"18969","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,5,10,45,3,"South America",1,"Assassination",14,"Private Citizens & Property",5,"Firearms",1,0
"18970","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,2,11,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",10,0
"18971","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2007,8,18,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",1,0
"18972","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,4,11,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",2,1
"18973","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,2,4,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,4
"18974","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2003,2,13,45,3,"South America",6,"Hostage Taking (Kidnapping)",4,"Military",5,"Firearms",2,NA
"18975","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2007,1,14,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",5,NA
"18976","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,7,2,45,3,"South America",1,"Assassination",14,"Private Citizens & Property",13,"Unknown",3,0
"18977","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,8,7,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"18978","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1995,10,16,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",2,8
"18979","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,5,27,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",0,1
"18980","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,4,16,45,3,"South America",3,"Bombing/Explosion",4,"Military",13,"Unknown",31,18
"18981","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,5,21,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",NA,NA
"18982","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2007,11,17,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",6,3
"18983","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2004,7,10,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",7,NA
"18984","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,7,15,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",13,0
"18985","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2006,5,22,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",5,9
"18986","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,5,16,45,3,"South America",7,"Facility/Infrastructure Attack",1,"Business",5,"Firearms",0,0
"18987","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1996,5,29,45,3,"South America",9,"Unknown",3,"Police",13,"Unknown",3,4
"18988","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2005,12,15,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,3
"18989","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,5,20,45,3,"South America",3,"Bombing/Explosion",16,"Telecommunication",6,"Explosives/Bombs/Dynamite",0,0
"18990","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,3,28,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18991","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,2,22,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"18992","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,3,10,45,3,"South America",2,"Armed Assault",3,"Police",5,"Firearms",0,2
"18993","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,3,4,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"18994","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,6,2,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",2,2
"18995","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,7,14,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"18996","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,11,28,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"18997","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1999,7,17,45,3,"South America",2,"Armed Assault",4,"Military",5,"Firearms",5,2
"18998","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2008,6,21,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"18999","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,1,24,45,3,"South America",2,"Armed Assault",3,"Police",6,"Explosives/Bombs/Dynamite",1,1
"19000","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,6,17,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"19001","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,8,3,45,3,"South America",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"19002","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2002,2,24,45,3,"South America",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",5,0
"19003","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,1,21,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,7
"19004","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,3,25,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,4
"19005","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,2,26,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",4,10
"19006","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,4,3,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"19007","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,5,15,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"19008","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,9,24,45,3,"South America",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",1,0
"19009","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,7,4,45,3,"South America",2,"Armed Assault",19,"Transportation",8,"Incendiary",0,0
"19010","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2001,8,25,45,3,"South America",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,3
"19011","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,7,4,45,3,"South America",2,"Armed Assault",19,"Transportation",8,"Incendiary",0,0
"19012","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,2,3,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,3
"19013","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2011,3,1,45,3,"South America",2,"Armed Assault",2,"Government (General)",5,"Firearms",2,0
"19014","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,1,21,45,3,"South America",6,"Hostage Taking (Kidnapping)",6,"Airports & Aircraft",6,"Explosives/Bombs/Dynamite",1,0
"19015","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,2,3,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19016","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2005,7,10,45,3,"South America",2,"Armed Assault",2,"Government (General)",5,"Firearms",4,5
"19017","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,10,29,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",6,1
"19019","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,1,12,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"19020","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,3,19,45,3,"South America",6,"Hostage Taking (Kidnapping)",1,"Business",13,"Unknown",0,0
"19021","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,19,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19022","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,12,8,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,3
"19023","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1998,2,23,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,NA
"19024","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,6,29,45,3,"South America",9,"Unknown",4,"Military",13,"Unknown",5,17
"19025","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2005,1,1,45,3,"South America",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",17,0
"19026","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,10,13,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19027","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2000,9,4,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"19028","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,20,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19029","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,7,26,45,3,"South America",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,4
"19030","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2007,3,16,45,3,"South America",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,10
"19031","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,5,20,45,3,"South America",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"19032","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2014,9,10,45,3,"South America",7,"Facility/Infrastructure Attack",1,"Business",8,"Incendiary",0,0
"19033","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,1,25,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19034","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2013,5,22,45,3,"South America",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"19035","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2010,7,11,45,3,"South America",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,3
"19036","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2012,8,26,45,3,"South America",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",6,4
"19037","Revolutionary Armed Forces of Colombia (FARC)","Colombia",1997,9,24,45,3,"South America",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"19038","Revolutionary Armed Forces of Colombia (FARC)","Colombia",2009,5,15,45,3,"South America",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,2
