"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"163","Abu Sayyaf Group (ASG)","Philippines",2007,11,17,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"164","Abu Sayyaf Group (ASG)","Philippines",2010,8,5,160,5,"Southeast Asia",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",2,24
"165","Abu Sayyaf Group (ASG)","Philippines",2014,3,28,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",0,3
"166","Abu Sayyaf Group (ASG)","Philippines",2009,10,15,160,5,"Southeast Asia",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"167","Abu Sayyaf Group (ASG)","Philippines",2011,1,6,160,5,"Southeast Asia",2,"Armed Assault",2,"Government (General)",5,"Firearms",0,1
"168","Abu Sayyaf Group (ASG)","Philippines",2013,11,18,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",0,0
"169","Abu Sayyaf Group (ASG)","Philippines",1998,9,11,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"170","Abu Sayyaf Group (ASG)","Philippines",2013,5,18,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"171","Abu Sayyaf Group (ASG)","Philippines",2014,11,2,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",6,1
"172","Abu Sayyaf Group (ASG)","Philippines",2013,7,13,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",1,0
"173","Abu Sayyaf Group (ASG)","Philippines",2000,2,15,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",12,"NGO",5,"Firearms",0,0
"174","Abu Sayyaf Group (ASG)","Philippines",2002,4,21,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"175","Abu Sayyaf Group (ASG)","Philippines",2002,9,22,160,5,"Southeast Asia",2,"Armed Assault",12,"NGO",5,"Firearms",1,0
"176","Abu Sayyaf Group (ASG)","Philippines",2011,3,10,160,5,"Southeast Asia",3,"Bombing/Explosion",8,"Educational Institution",6,"Explosives/Bombs/Dynamite",5,3
"177","Abu Sayyaf Group (ASG)","Philippines",2014,9,3,160,5,"Southeast Asia",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"178","Abu Sayyaf Group (ASG)","Philippines",2002,10,21,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",NA,NA
"179","Abu Sayyaf Group (ASG)","Philippines",2001,6,11,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",8,"Incendiary",0,0
"180","Abu Sayyaf Group (ASG)","Philippines",2014,11,9,160,5,"Southeast Asia",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,1
"181","Abu Sayyaf Group (ASG)","Philippines",2012,4,5,160,5,"Southeast Asia",2,"Armed Assault",3,"Police",5,"Firearms",4,7
"182","Abu Sayyaf Group (ASG)","Philippines",2009,4,21,160,5,"Southeast Asia",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"183","Abu Sayyaf Group (ASG)","Philippines",2014,4,29,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",27,43
"184","Abu Sayyaf Group (ASG)","Philippines",2000,7,9,160,5,"Southeast Asia",2,"Armed Assault",3,"Police",5,"Firearms",2,0
"185","Abu Sayyaf Group (ASG)","Philippines",2013,1,11,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"186","Abu Sayyaf Group (ASG)","Philippines",1995,1,18,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",13,"Unknown",0,0
"187","Abu Sayyaf Group (ASG)","Philippines",2014,4,25,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",18,"Tourists",13,"Unknown",0,0
"188","Abu Sayyaf Group (ASG)","Philippines",2006,5,10,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"189","Abu Sayyaf Group (ASG)","Philippines",2007,7,17,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",2,1
"190","Abu Sayyaf Group (ASG)","Philippines",2001,4,29,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",9,NA
"191","Abu Sayyaf Group (ASG)","Philippines",2011,10,9,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,6
"192","Abu Sayyaf Group (ASG)","Philippines",2004,11,19,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",0,0
"193","Abu Sayyaf Group (ASG)","Philippines",2010,7,16,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",13,"Unknown",0,0
"194","Abu Sayyaf Group (ASG)","Philippines",2014,8,21,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,6
"195","Abu Sayyaf Group (ASG)","Philippines",2010,2,27,160,5,"Southeast Asia",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",11,20
"196","Abu Sayyaf Group (ASG)","Philippines",2008,12,13,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"197","Abu Sayyaf Group (ASG)","Philippines",2013,5,21,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",11,"Maritime",5,"Firearms",0,0
"198","Abu Sayyaf Group (ASG)","Philippines",2012,7,11,160,5,"Southeast Asia",2,"Armed Assault",1,"Business",5,"Firearms",6,22
"199","Abu Sayyaf Group (ASG)","Philippines",2014,2,14,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",2,8
"200","Abu Sayyaf Group (ASG)","Philippines",2004,3,16,160,5,"Southeast Asia",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,1
"201","Abu Sayyaf Group (ASG)","Philippines",2008,11,15,160,5,"Southeast Asia",3,"Bombing/Explosion",6,"Airports & Aircraft",6,"Explosives/Bombs/Dynamite",0,0
"202","Abu Sayyaf Group (ASG)","Philippines",2008,12,13,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",3,NA
"203","Abu Sayyaf Group (ASG)","Philippines",2000,6,2,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",5,"Firearms",0,0
"204","Abu Sayyaf Group (ASG)","Philippines",2013,9,23,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"205","Abu Sayyaf Group (ASG)","Philippines",2011,6,3,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"206","Abu Sayyaf Group (ASG)","Philippines",1995,1,20,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",9,"Melee",2,0
"207","Abu Sayyaf Group (ASG)","Philippines",2010,1,19,160,5,"Southeast Asia",1,"Assassination",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,1
"208","Abu Sayyaf Group (ASG)","Philippines",1994,2,18,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",11,24
"209","Abu Sayyaf Group (ASG)","Philippines",2014,11,8,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",NA,NA
"210","Abu Sayyaf Group (ASG)","Philippines",2014,1,11,160,5,"Southeast Asia",2,"Armed Assault",3,"Police",5,"Firearms",0,3
"211","Abu Sayyaf Group (ASG)","Philippines",1994,11,27,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,6
"212","Abu Sayyaf Group (ASG)","Philippines",2014,2,23,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",NA,NA
"213","Abu Sayyaf Group (ASG)","Philippines",2011,6,3,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"214","Abu Sayyaf Group (ASG)","Philippines",2005,8,30,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"215","Abu Sayyaf Group (ASG)","Philippines",1994,6,8,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,0
"216","Abu Sayyaf Group (ASG)","Philippines",2014,4,13,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",5,0
"217","Abu Sayyaf Group (ASG)","Philippines",2006,2,10,160,5,"Southeast Asia",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"218","Abu Sayyaf Group (ASG)","Philippines",2006,7,2,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",2,NA
"219","Abu Sayyaf Group (ASG)","Philippines",2003,3,26,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,3
"220","Abu Sayyaf Group (ASG)","Philippines",1996,3,10,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",8,"Incendiary",NA,3
"221","Abu Sayyaf Group (ASG)","Philippines",2005,8,28,160,5,"Southeast Asia",2,"Armed Assault",11,"Maritime",8,"Incendiary",0,30
"222","Abu Sayyaf Group (ASG)","Philippines",2009,4,3,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,8
"223","Abu Sayyaf Group (ASG)","Philippines",1999,6,13,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",18,"Tourists",5,"Firearms",0,0
"224","Abu Sayyaf Group (ASG)","Philippines",2006,12,28,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,4
"225","Abu Sayyaf Group (ASG)","Philippines",1994,12,25,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",9,"Melee",2,0
"226","Abu Sayyaf Group (ASG)","Philippines",2013,11,16,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",NA,NA
"227","Abu Sayyaf Group (ASG)","Philippines",2013,8,14,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,2
"228","Abu Sayyaf Group (ASG)","Philippines",2002,10,18,160,5,"Southeast Asia",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",3,19
"229","Abu Sayyaf Group (ASG)","Philippines",2005,2,14,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",5,NA
"230","Abu Sayyaf Group (ASG)","Philippines",2002,4,21,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",14,45
"231","Abu Sayyaf Group (ASG)","Philippines",2009,4,25,160,5,"Southeast Asia",7,"Facility/Infrastructure Attack",8,"Educational Institution",8,"Incendiary",0,0
"232","Abu Sayyaf Group (ASG)","Philippines",2010,4,13,160,5,"Southeast Asia",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"233","Abu Sayyaf Group (ASG)","Philippines",2013,9,3,160,5,"Southeast Asia",2,"Armed Assault",12,"NGO",5,"Firearms",2,0
"234","Abu Sayyaf Group (ASG)","Philippines",2003,7,2,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",NA,4
"235","Abu Sayyaf Group (ASG)","Philippines",2001,3,18,160,5,"Southeast Asia",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"236","Abu Sayyaf Group (ASG)","Philippines",1994,6,8,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",16,0
"237","Abu Sayyaf Group (ASG)","Philippines",2012,4,7,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",0,0
"238","Abu Sayyaf Group (ASG)","Philippines",2010,5,20,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"239","Abu Sayyaf Group (ASG)","Philippines",2012,8,16,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"240","Abu Sayyaf Group (ASG)","Philippines",1998,3,5,160,5,"Southeast Asia",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,2
"241","Abu Sayyaf Group (ASG)","Philippines",2008,4,2,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",8,"Educational Institution",5,"Firearms",0,0
"242","Abu Sayyaf Group (ASG)","Philippines",2000,3,20,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",9,"Melee",8,0
"243","Abu Sayyaf Group (ASG)","Philippines",2014,9,16,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"244","Abu Sayyaf Group (ASG)","Philippines",2002,2,8,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",5,1
"245","Abu Sayyaf Group (ASG)","Philippines",2010,3,9,160,5,"Southeast Asia",2,"Armed Assault",12,"NGO",5,"Firearms",0,0
"246","Abu Sayyaf Group (ASG)","Philippines",2013,9,4,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",12,"NGO",5,"Firearms",0,0
"247","Abu Sayyaf Group (ASG)","Philippines",2009,7,7,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",2,24
"248","Abu Sayyaf Group (ASG)","Philippines",2014,3,3,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"249","Abu Sayyaf Group (ASG)","Philippines",1996,7,28,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",4,3
"250","Abu Sayyaf Group (ASG)","Philippines",2010,7,7,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"251","Abu Sayyaf Group (ASG)","Philippines",2000,7,2,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",5,"Firearms",0,0
"252","Abu Sayyaf Group (ASG)","Philippines",1994,6,5,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,33
"253","Abu Sayyaf Group (ASG)","Philippines",2014,7,28,160,5,"Southeast Asia",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",23,12
"254","Abu Sayyaf Group (ASG)","Philippines",2014,11,9,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"255","Abu Sayyaf Group (ASG)","Philippines",2005,2,14,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",3,60
"256","Abu Sayyaf Group (ASG)","Philippines",1999,1,2,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",10,74
"257","Abu Sayyaf Group (ASG)","Philippines",2009,10,19,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",8,"Educational Institution",9,"Melee",1,0
"258","Abu Sayyaf Group (ASG)","Philippines",2010,6,23,160,5,"Southeast Asia",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",4,6
"259","Abu Sayyaf Group (ASG)","Philippines",2008,12,23,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,26
"260","Abu Sayyaf Group (ASG)","Philippines",2009,12,21,160,5,"Southeast Asia",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"261","Abu Sayyaf Group (ASG)","Philippines",2001,5,27,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",18,"Tourists",5,"Firearms",5,NA
"262","Abu Sayyaf Group (ASG)","Philippines",2009,12,21,160,5,"Southeast Asia",3,"Bombing/Explosion",8,"Educational Institution",6,"Explosives/Bombs/Dynamite",0,0
"263","Abu Sayyaf Group (ASG)","Philippines",1995,12,27,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"264","Abu Sayyaf Group (ASG)","Philippines",1996,3,10,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",NA,NA
"265","Abu Sayyaf Group (ASG)","Philippines",2013,5,23,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"266","Abu Sayyaf Group (ASG)","Philippines",2013,6,27,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",2,5
"267","Abu Sayyaf Group (ASG)","Philippines",2014,8,30,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",4,"Military",5,"Firearms",1,0
"268","Abu Sayyaf Group (ASG)","Philippines",2002,10,3,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"269","Abu Sayyaf Group (ASG)","Philippines",2014,1,26,160,5,"Southeast Asia",1,"Assassination",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,3
"270","Abu Sayyaf Group (ASG)","Philippines",1998,12,16,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,15
"271","Abu Sayyaf Group (ASG)","Philippines",2008,4,13,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"272","Abu Sayyaf Group (ASG)","Philippines",2014,2,22,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",2,"Government (General)",5,"Firearms",0,0
"273","Abu Sayyaf Group (ASG)","Philippines",2014,12,27,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"274","Abu Sayyaf Group (ASG)","Philippines",2012,12,3,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,1
"275","Abu Sayyaf Group (ASG)","Philippines",2005,2,14,160,5,"Southeast Asia",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",1,8
"276","Abu Sayyaf Group (ASG)","Philippines",2010,7,8,160,5,"Southeast Asia",2,"Armed Assault",14,"Private Citizens & Property",9,"Melee",3,0
"277","Abu Sayyaf Group (ASG)","Philippines",2014,3,31,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",8,"Educational Institution",5,"Firearms",0,0
"278","Abu Sayyaf Group (ASG)","Philippines",2014,10,17,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"279","Abu Sayyaf Group (ASG)","Philippines",2000,6,3,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"280","Abu Sayyaf Group (ASG)","Philippines",1999,1,5,160,5,"Southeast Asia",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,4
"281","Abu Sayyaf Group (ASG)","Philippines",2003,7,10,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,22
"282","Abu Sayyaf Group (ASG)","Philippines",2000,7,25,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,1
"283","Abu Sayyaf Group (ASG)","Philippines",2001,8,2,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",9,"Melee",4,4
"284","Abu Sayyaf Group (ASG)","Philippines",2001,1,10,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"285","Abu Sayyaf Group (ASG)","Philippines",2006,2,3,160,5,"Southeast Asia",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",5,4
"286","Abu Sayyaf Group (ASG)","Philippines",1996,4,7,160,5,"Southeast Asia",2,"Armed Assault",4,"Military",5,"Firearms",4,NA
"287","Abu Sayyaf Group (ASG)","Philippines",2001,10,28,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",11,48
"288","Abu Sayyaf Group (ASG)","Philippines",2009,10,27,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"289","Abu Sayyaf Group (ASG)","Philippines",2002,10,2,160,5,"Southeast Asia",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",3,25
"290","Abu Sayyaf Group (ASG)","Philippines",2006,3,27,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",9,20
"291","Abu Sayyaf Group (ASG)","Philippines",2013,4,10,160,5,"Southeast Asia",1,"Assassination",4,"Military",5,"Firearms",1,0
"292","Abu Sayyaf Group (ASG)","Philippines",2002,2,4,160,5,"Southeast Asia",1,"Assassination",14,"Private Citizens & Property",9,"Melee",1,0
"293","Abu Sayyaf Group (ASG)","Philippines",2013,4,20,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",3,"Police",5,"Firearms",NA,NA
"294","Abu Sayyaf Group (ASG)","Philippines",2010,4,13,160,5,"Southeast Asia",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",3,0
"295","Abu Sayyaf Group (ASG)","Philippines",2014,1,27,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",8,"Educational Institution",5,"Firearms",0,0
"296","Abu Sayyaf Group (ASG)","Philippines",2014,8,28,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",1,"Business",5,"Firearms",0,0
"297","Abu Sayyaf Group (ASG)","Philippines",1999,6,28,160,5,"Southeast Asia",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,9
"298","Abu Sayyaf Group (ASG)","Philippines",2014,5,22,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",NA,NA
"299","Abu Sayyaf Group (ASG)","Philippines",1998,10,17,160,5,"Southeast Asia",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",0,0
"300","Abu Sayyaf Group (ASG)","Philippines",1999,3,15,160,5,"Southeast Asia",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,5
"301","Abu Sayyaf Group (ASG)","Philippines",2013,6,16,160,5,"Southeast Asia",2,"Armed Assault",3,"Police",5,"Firearms",1,0
